Name,Branch,Place,Exams Accepted,Fees
"Global Institute of Engineering and Technology, Vellore",BE Computer Science and Engineering,"Melvisharam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Anand Engineering College, Agra",B.Tech Computer Science and Engineering,"Runkata, Uttar Pradesh",JEE,"Fees:  ₹ 403,500"
"MAEER's MIT College of Railway Engineering and Research, Barshi",B.Tech Computer Science and Engineering,"Barshi, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Jaypee University of Engineering and Technology, Guna",B.Tech Computer Science and Engineering,"Chetabarri, Madhya Pradesh",JEE,"Fees:  ₹ 740,000"
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology, Pune",BE Computer Engineering,"Baramati, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"KLS Vishwanathrao Deshpande Rural Institute of Technology, Haliyal",B.Tech Computer Science and Engineering,"Haliyal, Karnataka",NA,"Fees:  ₹ 574,240"
"Inderprastha Engineering College, Ghaziabad",B.Tech Computer Science and Engineering,"Ghaziabad, Uttar Pradesh",JEE,"Fees:  ₹ 489,424"
"KJ Institute of Engineering and Technology, Vadodara",BE Computer Engineering,"Javla, Gujarat",GUJCET,"Fees:  ₹ 240,000"
"Jyothy Institute of Technology, Bangalore",BE Computer Science Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 237,600"
"Technocrats Institute of Technology, Bhopal",BE Computer Science and Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 320,000"
"Vivekananda Institute of Technology, Bangalore",BE Computer Science and Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 400,000"
"Sri Sai Ram Institute of Technology, Chennai",BE Computer Science and Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"MIET Engineering College, Tiruchirappalli",BE Computer Science and Engineering,"Gundur, Tamil Nadu",NA,NA
"United Institute of Technology, Allahabad",B.Tech Computer Science and Engineering,"Allahabad, Uttar Pradesh",NA,"Fees:  ₹ 498,600"
"Adichunchanagiri Institute of Technology, Chikmagalur",BE Computer Science and Engineering,"Chikmagalur Rural, Karnataka",COMEDK,"Fees:  ₹ 238,800"
"Manav Institute of Technology and Management, Hisar",B.Tech Computer Science and Engineering,"Hisar, Haryana",NA,NA
Indian Institute of Technology Goa,B.Tech Computer Science and Engineering,"Ponda, Goa",NA,Exams:  JEE Advanced 
"St Martin's Engineering College, Secunderabad",B.Tech Computer Science and Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"Marian Engineering College, Thiruvananthapuram",B.Tech Computer Science and Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 370,600"
"PSN College of Engineering and Technology, Tirunelveli",BE Computer Science and Engineering,"Melathediyoor, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jawaharlal College of Engineering and Technology, Palakkad",B.Tech Computer Engineering,"Lakkidi, Kerala",KEAM,"Fees:  ₹ 396,000"
"GITAM School of Technology, Hyderabad",B.Tech Computer Science and Engineering,"Rudraram, Telangana",GITAM,"Fees:  ₹ 1,080,000"
"Institute of Engineering and Technology, Dr BR Ambedkar University, Agra",B.Tech Computer Science Engineering,"Agra, Uttar Pradesh",NA,NA
"Anjuman College of Engineering and Technology, Nagpur",BE Computer Science and Engineering,"Nagpur, Maharashtra",MAHA,"Fees:  ₹ 295,000"
"Government College of Engineering, Chandrapur",BE Computer Science and Engineering,"Chandrapur, Maharashtra",MAHA,"Fees:  ₹ 101,004"
"ABR College of Engineering and Technology, Prakasam",B.Tech Computer Science and Engineering,"Somanapalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",B.Tech Computer Science and Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 613,500"
"Indian Institute of Information Technology, Bhopal",B.Tech Computer Science and Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"University Institute of Information Technology, Shimla",B.Tech Computer Science and Engineering,"Shimla, Himachal Pradesh",NA,"Fees:  ₹ 441,340"
"College of Engineering and Management, Kolaghat",B.Tech Computer Science and Engineering,"Kolaghat, West Bengal",NA,"Fees:  ₹ 73,300"
"RTC Institute of Technology, Ranchi",B.Tech Computer Science and Engineering,"Dardag, Jharkhand",JEE,"Fees:  ₹ 214,900"
"B K Birla Institute of Engineering and Technology, Pilani",B.Tech Computer Science and Engineering,"Pilani, Rajasthan",JEE,"Fees:  ₹ 362,600"
"Deogiri Institute of Engineering and Management Studies, Aurangabad",B.Tech Computer Science and Engineering,"Aurangabad, Maharashtra",MAHA,"Fees:  ₹ 328,000"
"MET Bhujbal Knowledge City, Nashik",B.Tech Computer Engineering,"Nashik, Maharashtra",NA,"Fees:  ₹ 304,000"
"Maulana Abul Kalam Azad University of Technology, Kolkata",B.Tech Computer Science and Engineering,"Kolkata, West Bengal",WBJEE,"Fees:  ₹ 192,300"
"PES College of Engineering, Aurangabad",BE Computer Science and Engineering,"Aurangabad, Maharashtra",NA,NA
"Federal Institute of Science and Technology, Ernakulam",B.Tech Computer Science and Engineering,"Mookkannoor, Kerala",KEAM,"Fees:  ₹ 249,000"
"New Horizon Institute of Technology and Management, Thane",BE Computer Engineering,"Thane, Maharashtra",NA,NA
"Mysore College of Engineering and Management, Mysore",BE Computer Science and Engineering,"Mysore, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Dr DY Patil Institute of Engineering Management and Research, Pune",BE Computer Engineering,"Pimpri-Chinchwad, Maharashtra",JEE,"Fees:  ₹ 307,148"
"University College of Engineering, Panruti",BE Computer Science and Engineering,"Panruti, Tamil Nadu",NA,"Fees:  ₹ 138,810"
"CMR Technical Campus, Hyderabad",B.Tech Computer Science and Engineering,"Kandlakoi, Telangana",TS,"Fees:  ₹ 287,500"
"Dr CV Raman University, Bilaspur",BE Computer Science Engineering,"Bilaspur, Chhattisgarh",NA,"Fees:  ₹ 202,800"
"DY Patil College of Engineering and Technology, Kolhapur",BE Computer Science and Engineering,"Kolhapur, Maharashtra",JEE,"Fees:  ₹ 366,400"
"BLDEA's VP Dr PG Halakatti College of Engineering and Technology, Bijapur",BE Computer Science and Engineering,"Bijapur, Karnataka",COMEDK,"Fees:  ₹ 623,000"
"Government Engineering College, Wayanad",B.Tech Computer Science and Engineering,"Tindummal, Kerala",KEAM,"Fees:  ₹ 75,400"
"Nova College of Engineering and Technology, Ibrahimpatnam",B.Tech Computer Science and Engineering,"Vijayawada, Andhra Pradesh",NA,"Fees:  ₹ 140,000"
"GS Mandal's Maharashtra Institute of Technology, Aurangabad",B.Tech Computer Science and Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 336,000"
"Nehru Institute of Technology, Coimbatore",BE Computer Science and Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"M Kumarasamy College of Engineering, Karur",BE Computer Science and Engineering,"Malayampalayam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Government College of Engineering and Technology, Jammu",BE Computer Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 77,300"
"GH Raisoni Academy of Engineering and Technology, Nagpur",BE Computer Science and Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 306,000"
"Srinivasa Ramanujan Institute of Technology, Anantapur",B.Tech Computer Science and Engineering,"Chedulla, Andhra Pradesh",AP,"Fees:  ₹ 200,800"
"Anurag Engineering College, Kodad",B.Tech Computer Science and Engineering,"Nalgonda, Telangana",NA,Exams:  TS EAMCET 
"RCC Institute of Information Technology, Beliaghata",B.Tech Computer Science and Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 369,300"
"Universal College of Engineering, Thane",BE Computer Engineering,"Poman, Maharashtra",MAHA,"Fees:  ₹ 384,000"
"Sree Narayana Gurukulam College of Engineering, Ernakulam",B.Tech Computer Science and Engineering,"Kadayirippu, Kerala",KEAM,"Fees:  ₹ 435,350"
"ITS Engineering College, Greater Noida",B.Tech Computer Science and Engineering,"Greater Noida, Uttar Pradesh",UPSEE,"Fees:  ₹ 528,000"
"KGISL Institute of Technology, Coimbatore",BE Computer Science and Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"St Mary's Technical Campus, Kolkata",B.Tech Computer Science and Engineering,"Kolkata, West Bengal",NA,"Fees:  ₹ 280,000"
"Smt Indira Gandhi College of Engineering, Navi Mumbai",BE Computer Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 325,284"
"Akshaya Institute of Technology, Tumkur",BE Computer Science and Engineering,"Chikkagundagal, Karnataka",NA,NA
"Apollo Institute of Engineering and Technology, Ahmedabad",B.Tech Computer Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 216,000"
"MS Engineering College, Bangalore",BE Computer Science and Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 166,360"
"Saraswati College of Engineering, Navi Mumbai",BE Computer Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 364,440"
"Roorkee Institute of Technology, Roorkee",B.Tech Computer Science and Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 383,200"
"Jain Institute of Technology, Davangere",BE Computer Science and Engineering,"Davanagere, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Annamacharya Institute of Technology and Sciences, Tirupathi",B.Tech Computer Science and Engineering,"Tirupati, Andhra Pradesh",AP,"Fees:  ₹ 227,600"
Indian Institute of Technology Mandi,B.Tech Computer Science and Engineering,"Suran, Himachal Pradesh",JEE,"Fees:  ₹ 828,750"
"University College of Engineering, Nagercoil",BE Computer Science and Engineering,"Nagercoil, Tamil Nadu",NA,NA
"Visvesvaraya Technological University, Belagavi",B.Tech Computer Science and Engineering,"Belgaum, Karnataka",NA,"Fees:  ₹ 61,840"
"Narasaraopeta Engineering College, Narasaraopet",B.Tech Computer Science Engineering,"Narasaraopet, Andhra Pradesh",AP,"Fees:  ₹ 288,000"
"University College of Engineering, Kancheepuram",BE Computer Science and Engineering,"Kanchipuram, Tamil Nadu",NA,NA
"Aditya Engineering College, Beed",BE Computer Science and Engineering,"Beed, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"IES College of Engineering, Thrissur",B.Tech Computer Science and Engineering,"Chitilappilly, Kerala",KEAM,"Fees:  ₹ 200,000"
"Devang Patel Institute of Advance Technology and Research, Petlad",B.Tech Computer Engineering,"Changa, Gujarat",NA,NA
National Institute of Technology Mizoram,B.Tech Computer Science and Engineering,"Aizawl, Mizoram",JEE,"Fees:  ₹ 541,000"
"ABMSP's College of Engineering and Research, Pune",BE Computer Engineering,"Pune, Maharashtra",NA,Exams:  MAHA CET 
"Sharad Institute of Technology, College of Engineering, Yadrav",BE Computer Science and Engineering,"Ichalkaranji, Maharashtra",MAHA,"Fees:  ₹ 337,476"
"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",BE Computer Science and Engineering,"Yavatmal, Maharashtra",JEE,"Fees:  ₹ 247,865"
"Camellia School of Engineering and Technology, Barasat",B.Tech Computer Science and Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 280,000"
"Bhubaneswar Engineering College, Bhubaneswar",B.Tech Computer Science and Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 252,000"
"Vignan Institute of Technology and Science, Nalgonda",B.Tech Computer Science and Engineering,"Desh Mukhi, Telangana",TS,"Fees:  ₹ 320,000"
"Cooch Behar Government Engineering College, Cooch Behar",B.Tech Computer Science Engineering,"Cooch Behar, West Bengal",WBJEE,"Fees:  ₹ 54,400"
"VSB College of Engineering Technical Campus, Coimbatore",BE Computer Science and Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"University College of Engineering, Dindigul",BE Computer Science and Engineering,"Dindigul, Tamil Nadu",NA,NA
"SRM Valliammai Engineering College, Kancheepuram",BE Computer Science and Engineering,"Kancheepuram, Tamil Nadu",NA,"Fees:  ₹ 348,000"
"Padmabhooshan Vasantdada Patil Institute of Technology, Pune",B.Tech Computer Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 420,000"
"Miracle Educational Society Group of Institutions, Vizianagaram",B.Tech Computer Science and Engineering,"Vizianagaram, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"SEA College of Engineering and Technology, Bangalore",BE Computer Science and Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 198,000"
"EASA College of Engineering and Technology, Coimbatore",BE Computer Science and Engineering,"Thirumalayampalayam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Dhanekula Institute of Engineering and Technology, Vijayawada",B.Tech Computer Science Engineering,"Gangur, Andhra Pradesh",NA,"Fees:  ₹ 230,800"
University of Allahabad Allahabad,B.Tech Computer Science and Engineering,"Allahabad, Uttar Pradesh",NA,"Fees:  ₹ 7,280"
"Amity University, Gurgaon",B.Tech Computer Science and Engineering,"Chandla Dungerwas, Haryana",Amity,"Fees:  ₹ 920,000"
"RVS College of Engineering and Technology, Coimbatore",BE Computer Science and Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Yogananda College of Engineering and Technology, Jammu",BE Computer Science and Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 180,000"
"Royal School of Engineering and Technology, Guwahati",B.Tech Computer Science Engineering,"Guwahati, Assam",JEE,"Fees:  ₹ 511,000"
"KKR and KSR Institute of Technology and Sciences, Guntur",B.Tech Computer Science and Engineering,"Etukuru, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Holy Mary Institute of Technology and Science, Keesara",B.Tech Computer Science and Engineering,"Rayaraopet, Telangana",TS,"Fees:  ₹ 223,600"
"IMS Engineering College, Ghaziabad",B.Tech Computer Science and Engineering,"Ghaziabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 517,026"
"RKDF Institute of Science and Technology, Bhopal",BE Computer Science and Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 220,000"
"Chaitanya Institute of Technology and Science, Warangal",B.Tech Computer Science Engineering,"Hanamkonda, Telangana",NA,Exams:  TS EAMCET 
"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",B.Tech Computer Engineering,"Dhule, Maharashtra",NA,NA
"Shram Sadhana Bombay Trust's College of Engineering and Technology, Jalgaon",BE Computer Engineering,"Jalgaon, Maharashtra",JEE,"Fees:  ₹ 277,530"
"Sphoorthy Engineering College, Hyderabad",B.Tech Computer Science and Engineering,"Nadergul, Telangana",TS,"Fees:  ₹ 220,000"
"Udaya School of Engineering, Kanyakumari",B.Tech Computer Science and Engineering,"Kanyakumari, Tamil Nadu",NA,NA
"RP Sharma Institute of Technology, Patna",B.Tech Computer Science and Engineering,"Patna, Bihar",BCECE,"Fees:  ₹ 340,000"
"Prof Ram Meghe Institute of Technology and Research, Badnera",BE Computer Science and Engineering,"Mhasala, Maharashtra",JEE,"Fees:  ₹ 410,000"
"Dhaanish Ahmed College of Engineering, Chennai",BE Computer Science and Engineering,"Salamangalam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Vignan's Lara Institute of Technology and Science, Guntur",B.Tech Computer Science and Engineering,"Vadlamudi, Andhra Pradesh",AP,"Fees:  ₹ 341,600"
"Vadodara Institute of Engineering, Vadodara",B.Tech Computer Engineering,"Kotambi, Gujarat",NA,"Fees:  ₹ 208,000"
"PACE Institute of Technology and Sciences, Ongole",B.Tech Computer Science and Engineering,"Valluru, Andhra Pradesh",AP,"Fees:  ₹ 202,400"
"Rustamji Institute of Technology, Gwalior",BE Computer Science and Engineering,"Gwalior, Madhya Pradesh",JEE,"Fees:  ₹ 283,644"
"Gandhinagar Institute of Technology, Gandhinagar",BE Computer Engineering,"Moti Bhoyan, Gujarat",GUJCET,"Fees:  ₹ 199,600"
"Bengal Institute of Technology and Management, Santiniketan",B.Tech Computer Science Engineering,"Gopalnagar, West Bengal",JEE,"Fees:  ₹ 355,500"
"Sree Dattha Institute of Engineering and Sciences, Ibrahimpatnam",B.Tech Computer Science and Engineering,"Hyderabad, Telangana",NA,"Fees:  ₹ 248,000"
"Rajshree Institute of Management and Technology, Bareilly",B.Tech Computer Science and Engineering,"Bareilly, Uttar Pradesh",NA,Exams:  UPSEE 
"Dibrugarh University Institute of Engineering and Technology, Dibrugarh",B.Tech Computer Science and Engineering,"Dibrugarh, Assam",JEE,"Fees:  ₹ 390,520"
"VSB Engineering College, Karur",BE Computer Science and Engineering,"Nedungur, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"CSMSS CHH Shahu College of Engineering, Aurangabad",B.Tech Computer Science and Engineering,"Aurangabad, Maharashtra",MAHA,"Fees:  ₹ 282,000"
"RVS College of Engineering, Dindigul",BE Computer Science and Engineering,"Padiyur, Tamil Nadu",NA,NA
"Indian Institute of Information Technology, Surat",B.Tech Computer Science and Engineering,"Surat, Gujarat",NA,Exams:  JEE Main 
"Sinhgad Institute of Technology and Science, Narhe",BE Computer Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 378,720"
"Gopalan College of Engineering and Management, Bangalore",BE Computer Science and Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 132,000"
"Bhagwan Mahaveer College of Engineering and Management, Sonipat",B.Tech Computer Science and Engineering,"Jagdishpur, Haryana",NA,Exams:  JEE Main 
"Vidya Vikas Institute of Engineering and Technology, Mysore",BE Computer Science and Engineering,"Mysuru, Karnataka",COMEDK,"Fees:  ₹ 213,840"
"MS Bidve Engineering College, Latur",B.Tech Computer Science and Engineering,"Latur, Maharashtra",JEE,"Fees:  ₹ 316,000"
"St Thomas College of Engineering and Technology, Kolkata",B.Tech Computer Science and Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 386,700"
"Shri Shankaracharya Institute of Professional Management and Technology, Raipur",BE Computer Science and Engineering,"Datrenga, Chhattisgarh",CG,"Fees:  ₹ 291,020"
"Sri Sairam College of Engineering, Bangalore",BE Computer Science and Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 220,000"
"SG Balekundri Institute of Technology, Belgaum",B.Tech Computer Science and Engineering,"Belgaum, Karnataka",COMEDK,"Fees:  ₹ 154,000"
"Dr JJ Magdum College of Engineering, Jaysingpur",BE Computer Science and Engineering,"Jaysingpur, Maharashtra",MAHA,"Fees:  ₹ 296,000"
"Dr BR Ambedkar Institute of Technology, Port Blair",B.Tech Computer Science and Engineering,"Port Blair, Andaman and Nicobar Islands",NA,NA
"Sri Krishnadevaraya University College of Engineering and Technology, Anantapuram",B.Tech Computer Science and Engineering,"Anantapur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Ponnaiyah Ramajayam Institute of Science and Technology, Thanjavur",B.Tech Computer Science and Engineering,"Thanjavur, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Guru Nanak Institute of Technology, Ambala",B.Tech Computer Science Engineering,"Hema Majra, Haryana",NA,"Fees:  ₹ 226,000"
"Vidya Vihar Institute of Technology, Purnea",B.Tech Computer Science and Engineering,"Maranga, Bihar",BCECE,"Fees:  ₹ 359,700"
"KNS Institute of Technology, Bangalore",BE Computer Science and Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 220,000"
"Motihari College of Engineering, Motihari",B.Tech Computer Science and Engineering,"Fursatpur, Bihar",NA,"Fees:  ₹ 78,940"
"Agnel Institute of Technology and Design, Goa",BE Computer Engineering,"Assagao, Goa",NA,Exams:  GCET 
"Chandigarh Engineering College, Landran Campus, Mohali",B.Tech Computer Science and Engineering,"Landran, Punjab",NA,"Fees:  ₹ 348,000"
"Aalim Muhammed Salegh College of Engineering, Chennai",BE Computer Science and Engineering,"Pattabiram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"BM Institute of Engineering and Technology, Sonepat",B.Tech Computer Science and Engineering,"Sonipat, Haryana",NA,"Fees:  ₹ 360,000"
"Institute of Technology and Management Universe, Vadodara",BE Computer Science and Engineering,"Paldi, Gujarat",JEE,"Fees:  ₹ 344,000"
"Shivalik College of Engineering, Dehradun",B.Tech Computer Science and Engineering,"Singhniwala, Uttarakhand",JEE,"Fees:  ₹ 248,000"
"Global College of Engineering and Technology, Kadapa",B.Tech Computer Science and Engineering,"Chinnamachupalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Gandhi Institute for Technological Advancement, Bhubaneswar",B.Tech Computer Science and Engineering,"Badaraghunathpur, Odisha",OJEE,"Fees:  ₹ 437,000"
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",BE Computer Engineering,"Panvel, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"East West College of Engineering, Bangalore",BE Computer Science Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 2,000,000"
"Uma Nath Singh Institute of Engineering and Technology, Jaunpur",B.Tech Computer Science and Engineering,"Jaunpur, Uttar Pradesh",NA,Exams:  UPSEE 
National Institute of Technology Nagaland,B.Tech Computer Science and Engineering,"Dimapur, Nagaland",JEE,"Fees:  ₹ 536,150"
"KDK College of Engineering, Nagpur",BE Computer Technology,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 340,053"
"Nehru College of Engineering and Research Centre, Thrissur",B.Tech Computer Science and Engineering,"Pambadi, Kerala",JEE,"Fees:  ₹ 396,000"
"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",B.Tech Computer Science Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 700,000"
"GS Mandal's Marathwada Institute of Technology, Aurangabad",BE Computer Science and Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 308,000"
"Mangalam College of Engineering, Kottayam",B.Tech Computer Science and Engineering,"Ettumanoor, Kerala",KEAM,"Fees:  ₹ 300,000"
"Mahaveer Institute of Science and Technology, Hyderabad",B.Tech Computer Science and Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"RVS College of Engineering and Technology, Jamshedpur",B.Tech Computer Science and Engineering,"Idalbera, Jharkhand",JEECE,"Fees:  ₹ 357,600"
"DMI College of Engineering, Chennai",BE Computer Science and Engineering,"Chembarambakkam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"College of Engineering and Technology, Akola",BE Computer Science and Engineering,"Babhulgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Golden Valley Integrated Campus, Madanapalle",B.Tech Computer Science and Engineering,"Madanapalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Avanthi Institute of Engineering and Technology, Hayathnagar",B.Tech Computer Science and Engineering,"Ranga Reddy Pally, Andhra Pradesh",TS,"Fees:  ₹ 240,000"
"Priyadarshini Institute of Technology and Management, Guntur",B.Tech Computer Science and Engineering,"Pulladigunta, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Baba Sahab Dr Bhim Rao Ambedkar College of Agricultural Engineering and Technology, Etawah",B.Tech Computer Science and Engineering,"Etawah, Uttar Pradesh",NA,"Fees:  ₹ 270,000"
"GH Raisoni Institute of Engineering and Technology, Nagpur",BE Artificial Engineering,"Nagpur, Maharashtra",NA,NA
"JLU School of Engineering and Technology, Bhopal",B.Tech Cloud Technology and Cyber Security,"Mali Khedi, Madhya Pradesh",NA,"Fees:  ₹ 472,000"
"Mahendra Engineering College, Namakkal",BE Computer Science and Engineering,"Mallasamudram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"GH Raisoni Institute of Engineering and Technology, Pune",BE Computer Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 390,600"
"HMR Institute of Technology and Management, Delhi",B.Tech Computer Science and Engineering,"New Delhi, Delhi",JEE,"Fees:  ₹ 383,000"
"Hemnalini Memorial College of Engineering, Kalyani",B.Tech Computer Science and Engineering,"Haringhata, West Bengal",NA,Exams:  WBJEE 
"KLN College of Engineering, Pottapalayam",BE Computer Science and Engineering,"Kusavapatti, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Ram Devi Jindal Group of Institutions, Mohali",B.Tech Computer Science and Engineering,"Jaula Khurd, Punjab",NA,Exams:  JEE Main 
"SVS College of Engineering, Coimbatore",BE Computer Science and Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Alard College of Engineering and Management, Pune",BE Computer Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 297,000"
"Ch Devi Lal State Institute of Engineering and Technology, Sirsa",B.Tech Computer Science and Engineering,"Sirsa, Haryana",NA,"Fees:  ₹ 158,000"
"Bharati Vidyapeeth's College of Engineering for Women, Pune",B.Tech Computer Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 371,624"
"Nadimpalli Satyanarayana Raju Institute of Technology, Visakhapatnam",B.Tech Computer Science and Engineering,"Visakhapatnam, Andhra Pradesh",NA,"Fees:  ₹ 200,000"
"Sri Indu College of Engineering and Technology, Ibrahimpatnam",B.Tech Computer Science Engineering,"Sheriguda, Telangana",TS,"Fees:  ₹ 304,000"
"Trinity College of Engineering and Research, Pune",BE Computer Engineering,"Yewalewadi, Maharashtra",JEE,"Fees:  ₹ 368,320"
"Pydah College of Engineering, Kakinada",B.Tech Computer Science and Engineering,"Chollangi Peta, Andhra Pradesh",NA,Exams:  AP EAMCET 
"SKN Sinhgad College of Engineering, Korti",BE Computer Science and Engineering,"Pandharpur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Geeta Engineering College, Panipat",B.Tech Computer Science and Engineering,"Naraina, Haryana",NA,"Fees:  ₹ 240,000"
"Angadi Institute of Technology and Management, Belgavi",BE Computer Science and Engineering,"Belgaum, Karnataka",KCET,"Fees:  ₹ 200,000"
"Atmiya Institute of Technology and Science, Rajkot",BE Computer Engineering,"Rajkot, Gujarat",NA,"Fees:  ₹ 288,000"
"JS Institute of Management and Technology, Shikohabad",B.Tech Computer Science Engineering,"Shikohabad, Uttar Pradesh",NA,NA
"Alpha College of Engineering and Technology, Kalol",BE Computer Engineering,"Khatraj, Gujarat",GUJCET,"Fees:  ₹ 220,000"
"Shoolini University of Biotechnology and Management Sciences, Solan",B.Tech Computer Science and Engineering,"Solan, Himachal Pradesh",JEE,"Fees:  ₹ 556,712"
"RMD Engineering College, Thiruvallur",BE Computer Science Engineering,"Kavaraipettai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",B.Tech Computer Science and Engineering,"Fatehgarh Sahib, Punjab",JEE,"Fees:  ₹ 298,000"
"Erode Sengunthar Engineering College, Thudupathi",BE Computer Science and Engineering,"Thudupathi, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"The Assam Kaziranga University, Jorhat",B.Tech Computer Science and Engineering,"Jorhat, Assam",JEE,"Fees:  ₹ 520,000"
"St Joseph's College of Engineering and Technology, Palai",B.Tech Computer Science and Engineering,"Choondacherry, Kerala",KEAM,"Fees:  ₹ 365,600"
"Bankura Unnayani Institute of Engineering, Bankura",B.Tech Computer Science and Engineering,"Pohabagan, West Bengal",JEE,"Fees:  ₹ 365,400"
"DY Patil School of Engineering Academy, Ambi",BE Computer Engineering,"Talegaon Dabhade, Maharashtra",JEE,"Fees:  ₹ 260,000"
"Kallam Haranadha Reddy Institute of Technology, Guntur",B.Tech Computer Science and Engineering,"Chowdavaram, Andhra Pradesh",JEE,"Fees:  ₹ 200,800"
"Rao Bahadur Y Mahabaleshwarappa Engineering College, Bellary",BE Computer Science and Engineering,"Ballari, Karnataka",COMEDK,"Fees:  ₹ 92,000"
"St Peter's College of Engineering and Technology, Chennai",BE Computer Science and Engineering,"Avadi, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"St Marys Group of Institutions, Guntur",B.Tech Computer Science Engineering,"Narakoduru, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
